location_info,location_href,upload_id,date_text,date_time,date_title,main_text,comment
연남동,https://www.instagram.com/explore/locations/1014538376/,u_nd_ai,7시간 전,2021-07-21T06:53:16.000Z,2021년 7월 21일,"2021.7.20. 지윤 접선 (가기전에매주세번씩보면안될까??)
-
멘트 인스타감성 때려쳐~~~ 포토매틱 첨 찍어봤당 얘들아 여기 카스테라랑 체리스무디가 아주 미친놈이야 연남동 한달살기하고싶다
#포토매틱#소이연남#흑심#네시사분#꽈페","{""1"": {""comment_id"": ""u_nd_ai"", ""comment_text"": ""\ud83c\udf52""}, ""2"": {""comment_id"": ""mindingd0ng_1._.1"", ""comment_text"": ""\ub098 \ud64d\uc720\ub098 \uc0ac\uc9c4 \uac2c\uc131 \u3131\uc9f1\uc870\uc544\ud568""}, ""3"": {""comment_id"": ""_jiy0on"", ""comment_text"": ""\ube68\ub9ac \ub2e4\uc74c \uacc4\ud68d \ucd94\uc9c4\ud558\uc790""}, ""4"": {""comment_id"": ""afresh._.hy"", ""comment_text"": ""\uc720\ub098\uc57c \uc5ed\uc2dc \ub108\uc758 \ubcf8\uc131\uc744 \ub530\ub974\ub294\uac8c \uac00\uc7a5 \uadc0\uc5fd\ub2e4""}}"
피크닉몰 하남,https://www.instagram.com/explore/locations/238670653488565/,b.a.yeong,7시간 전,2021-07-21T06:53:10.000Z,2021년 7월 21일,🖤,"{""1"": {""comment_id"": ""b.a.yeong"", ""comment_text"": ""\u2764\ufe0f""}, ""2"": {""comment_id"": ""jin__sil00"", ""comment_text"": ""\u2764\ufe0f""}, ""3"": {""comment_id"": ""siring_skin"", ""comment_text"": ""\ud2bc\uc0b4\ucee4\ubc84 50% \ud560\uc778\uc774\ubca4\ud2b8 \uc911\uc774\uc5d0\uc694\n\uad00\uc2ec\uc788\uc73c\uba74 \uc5f0\ub77d\uc8fc\uc138\uc694\ud83e\udd70""}, ""4"": {""comment_id"": ""dreaming_seul_gi"", ""comment_text"": ""\uc548\ub155\ud558\uc138\uc694 \ube0c\ub79c\ub4dc\uc5b4\ud544\ub9ac\uc5d0\uc774\ud2b8 \uae40\uc2ac\uae30\ub77c\uace0 \ud569\ub2c8\ub2e4 \uc774\ubbf8\uc9c0\uac00 \ub108\ubb34 \uc88b\uc73c\uc154\uc11c \ubdf0\ud2f0\ubaa8\ub378\ub85c \ucee8\ud0dd\ud558\uace0 \uc2f6\uc5b4 \uae00 \ub0a8\uaca8\uc694. DM \ub4dc\ub824\ub3c4 \ub420\uae4c\uc694?""}, ""5"": {""comment_id"": ""ssxxnni"", ""comment_text"": ""\ub098\ub3c4\u2026\u2026\u2026\u2026..\ub370\ub824\uac00\u2026\u2026\u2026\u2026..""}}"
연남동,https://www.instagram.com/explore/locations/1014538376/,ourtaste_yn,7시간 전,2021-07-21T06:47:06.000Z,2021년 7월 21일,"여름은 수제버거
OUR TASTE의 여름의 맛

즐겁게 버거를 만들어 좋은 맥주와 함께 즐긴다면 이 무더운 여름도 즐거운 더위로 기억될거에요!

땡볕 조심하시고 지친마음도 업 시켜줄
기분좋은 일들 많이 만들어가요😎

영상작업 이제 의뢰받을수 있을것같죠?
기획, 촬영, 편집까지 OYN 스타일로 해보았어요🌴🤍
(사운드 꽤 신경썼어요 😉🎧🌊)

#여름엔버거 #버거로드

편맥 4캔만원에서 건져올린
#플레이그라운드브루어리 #빅슬라이드ipa
#과일향 #홉향가득

OUR TASTE
OYN Kitchen studio","{""1"": {""comment_id"": ""ourtaste_yn"", ""comment_text"": ""Summer = burger""}}"
상무지구더메이,https://www.instagram.com/explore/locations/101453078258358/,themay138_,7시간 전,2021-07-21T06:19:03.000Z,2021년 7월 21일,".
✔️쿨사 뜨게 반팔니트(4color)
- 블랙,아이,베이지,모카
- 프리사이즈
- 한여름까지
✔️벤티 트임 밴딩팬츠(3color)
- 프리사이즈(밴딩)
- 화이트,블랙,베이지
- 하이웨스트
- 한여름까지
- 스판 좋아요💕","{""1"": {""comment_id"": ""themay138_"", ""comment_text"": ""\ud83e\udd0d""}}"
,,jy_tttt,11시간 전,2021-07-21T03:06:25.000Z,2021년 7월 21일,"스트레스 멈춰었!🤣
.
.
,
.
.
.","{""1"": {""comment_id"": ""jy_tttt"", ""comment_text"": "".""}, ""2"": {""comment_id"": ""wigscosplay_official"", ""comment_text"": ""Like back pls""}, ""3"": {""comment_id"": ""bighit7official"", ""comment_text"": ""DM \uc880 \ubd10\uc8fc\uc138\uc694""}, ""4"": {""comment_id"": ""bin.__.na"", ""comment_text"": ""\ub204\uac00 \uc2a4\ud2b8\ub808\uc2a4\uc92c\uc5b4\uc694 \ub204\uac00""}, ""5"": {""comment_id"": ""jy_tttt"", ""comment_text"": ""#like4likes#likeforlikes#likeforfollow#likeforlikeback#\uce74\ud398#\u110c\u1169\u11c2\u110b\u1161\u110b\u116d\u1107\u1161\u11ab\u1109\u1161#\u110c\u1169\u11c2\u110b\u1161\u110b\u116d#\u1111\u1161\u11af\u1105\u1169\u110b\u116e#\u1109\u1165\u11ab\u1111\u1161\u11af#\u1106\u1161\u11bd\u1111\u1161\u11af#\ub098\uc774\ud0a4#\ube44\uc211#follow#followforfollowback#\uc548\uc591#\u1109\u1166\u11af\u1111\u1175#\u1109\u1166\u11af\u1109\u1173\u1110\u1161\u1100\u1173\u1105\u1162\u11b7#\u1103\u1166\u110b\u1175\u11af\u1105\u1175#selca#selfie#ootd#BMW#\u1102\u1161\u11a9\u1109\u1175#\u110b\u116e\u11ab\u1103\u1169\u11bc\u1112\u1161\u1102\u1173\u11ab\u1102\u1161\u11b7\u110c\u1161#\uc218\uc6d0#\uc5f0\ub0a8\ub3d9#\uac15\ub989#\uc778\ucc9c#\uac15\ub0a8#\ud64d\ub300""}}"
,,nhphucc_,3일 전,2021-07-18T13:33:04.000Z,2021년 7월 18일,,"{""1"": {""comment_id"": ""nhphucc_"", ""comment_text"": ""#\uba39\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\uc2a4\ud0c0 #\ub9db\uc2a4\ud0c0\uadf8\ub7a8 #\ub9db\uc2a4\ud0c0 #\ub514\uc800\ud2b8 #\ucf00\uc774\ud06c #\ub514\uc800\ud2b8\uadf8\ub7a8 #\uc11c\ucd0c #\uc5f0\ub0a8\ub3d9 #\ubd81\ucd0c #\uc5f0\ub0a8\ub3d9\ub9db\uc9d1 #\ud64d\ub300\ub9db\uc9d1 #\ube75\uc2a4\ud0c0\uadf8\ub7a8 #\uc57c\uc2dd#\uac04\uc2dd #\ub9db\uc9d1 #\ub9db\uc9d1\uc778\uc815 #\ubc25\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\ubc29 #\uba39\ubc29\uc5ec\ud589 #\ub9c8\uce74\ub871\uadf8\ub7a8 #\uce74\ud398\uc2a4\ud0c0\uadf8\ub7a8 #\ucf00\uc774\ud06c\uc2a4\ud0c0\uadf8\ub7a8#\ube0c\ub7f0\uce58 #\ube0c\ub7f0\uce58\uce74\ud398 #\ube0c\ub7f0\uce58\ub9db\uc9d1 #\ube0c\ub7f0\uce58\uce74\ud398 #\ube0c\ub7f0\uce58\ud0c0\uc784 #\ud32c\ucf00\uc774\ud06c""}}"
청담동 Cheongdam dong,https://www.instagram.com/explore/locations/960149457442793/cheongdam-dong/,won__n__only,7월 12일,2021-07-12T03:18:29.000Z,2021년 7월 12일,"⠀ ⠀ ⠀
미래 소년 코난
아닌가
우주 소년 아톰,,?

⠀
⠀ ⠀
⠀
⠀ ⠀
⠀
⠀ ⠀
⠀
⠀
⠀ ⠀ ⠀
⠀ ⠀ ⠀

⠀ ⠀
⠀
⠀ ⠀
⠀ ⠀ ⠀
⠀ ⠀

#맞팔 #데일리룩 #데일리 #스트릿패션 #남자패션 #힙스터 #패션 #패션스타그램 #거울샷 #셀피 #셀카 #감성 #감성스타그램# 키덜트 #카페 #전시회 #아웃핏 #오오티디 #플라플라플라스틱 #카페 #홍대 #강남 #청담동 #압구정 #연남동 #selfie #daily #dailylook #outfit #ootd #plaplaplastic","{""1"": {""comment_id"": ""seoboy_"", ""comment_text"": ""\uc11c\uc18c\ub144 \ub4f1\uc7a5\uc785\ub2c8\ub2e4!""}, ""2"": {""comment_id"": ""won__n__only"", ""comment_text"": ""21.03.13""}, ""3"": {""comment_id"": ""urpresent_07"", ""comment_text"": ""\uc2ec\ucff5 \ud53c\ub4dc \ub313\uae00 \ud558\uad6c \uac11\ub2c8\ub2f9~""}}"
홍대 어딘가,https://www.instagram.com/explore/locations/601844306517104/,b_boa_,7월 4일,2021-07-04T11:42:58.000Z,2021년 7월 4일,#연남동 #홍대 #홍대카페 #해피치즈스마일,"{""1"": {""comment_id"": ""2dangmu"", ""comment_text"": ""\ub098\ub791\uc740....?..""}, ""2"": {""comment_id"": ""rhc._c"", ""comment_text"": ""\ubc18\uac11\uc2b5\ub2c8\ub2e4. \u10e6 \uc778\uc2a4\ud0c0 \ud53c\ub4dc\uad00\ub828 \ud574\uc11c \ubb38\uc758\ub4dc\ub9b4\uac8c\uc694:-) \uc7a0\uc2dc \uc18c\ud1b5 \uac00\ub2a5\ud558\uc138\uc694?""}}"
충남 서천 마량리 동백나무숲,https://www.instagram.com/explore/locations/272651521/,won__n__only,4월 21일,2021-04-21T03:06:36.000Z,2021년 4월 21일,"⠀ ⠀
동백,
겨울이 흘러감은 잡을 수 없으니
아쉬운 마음에 봄에 남겨둔 흔적.

⠀
⠀ ⠀
⠀
⠀ ⠀
⠀
⠀
⠀ ⠀ ⠀
⠀ ⠀ ⠀

⠀ ⠀

⠀
⠀ ⠀
⠀ ⠀

#일상#맞팔#데일리#일상#셀피#셀카#감성#감성사진#셀스타그램#글스타그램#사진#사진스타그램#감성사진#글#아웃핏#풍경#하늘스타그램#하늘#글스타그램#성수동 #대전#세종#석촌호수#강남#홍대#연남동#selfie#daily#dailylook#outfit#ootd ⠀ ⠀ ⠀","{""1"": {""comment_id"": ""won__n__only"", ""comment_text"": ""21.04.04""}, ""2"": {""comment_id"": ""musai.gangnam"", ""comment_text"": ""\uc18c\ud1b5\ud574\uc601\u314e\u314e \ud83c\udf52""}, ""3"": {""comment_id"": ""delight.0215"", ""comment_text"": ""\uc0c9\uac10\uc774 \ub108\ubb34 \uc88b\uc544\uc694 \u3160\u3160 \uc644\uc804 \ucde8\uc800\ud83d\udc40\ud83e\udd7a""}, ""4"": {""comment_id"": ""unehana"", ""comment_text"": ""\uc120\ud314\ud558\uace0 \uac11\ub2c8\ub2e4 \uc18c\ud1b5\ud558\uace0 \uc9c0\ub0b4\uc694 \uc6b0\ub9ac \ud83c\udf1e""}, ""5"": {""comment_id"": ""reveursara"", ""comment_text"": ""\uc608\uc058\ub2e4\ud83d\ude0d""}, ""6"": {""comment_id"": ""luxeitem_06"", ""comment_text"": ""\uc798\ubcf4\uace0 \uac11\ub2c8\ub2e4~\uc81c \ud53c\ub4dc\ub3c4 \ub180\ub7ec\uc624\uc138\uc694!~""}, ""7"": {""comment_id"": ""insta_marketing_home"", ""comment_text"": ""\uc548\ub155\ud558\uc138\uc694\ud83d\ude00-""}}"
Daejeon,https://www.instagram.com/explore/locations/359178997/daejeon/,won__n__only,3월 9일,2021-03-09T04:58:24.000Z,2021년 3월 9일,"⠀ ⠀
Light

⠀
⠀ ⠀
⠀
⠀ ⠀
⠀
⠀ ⠀
⠀
⠀
⠀ ⠀ ⠀
⠀ ⠀ ⠀

⠀ ⠀
⠀
⠀ ⠀

#일상#맞팔#데일리#감성#카페투어#대전카페#세종카페#카페#커피#일상#카페추천#카페스타그램#카페그램#셀피#셀카#감성#감성사진#셀스타그램#아웃핏#연남동#강남#성수동#홍대#대전#selfie#daily#dailylook#outfit#ootd#cafe#coffee#cafestagram","{""1"": {""comment_id"": ""wadam__188"", ""comment_text"": ""\uc624\ub298\ub3c4 \uc778\uc0ac\ud558\uace0 \uac11\ub2c8\ub2e4 \uc640\ub2f4! \u314e\u314e""}, ""2"": {""comment_id"": ""binivinilove"", ""comment_text"": ""\uc548\ub155\ud558\uc138\uc694, \ubc18\uac11\uc2b5\ub2c8\ub2e4""}, ""3"": {""comment_id"": ""kyoung.1111"", ""comment_text"": ""\ud53c\ub4dc \ubcf4\uace0 \uc81c\uc548\ub4dc\ub9ac\uace0\uc2f6\uc740 \uac8c \uc788\ub294\ub370 \ub514\uc5e0 \uc8fc\uc138\uc694\u263a""}, ""4"": {""comment_id"": ""ibrowwaxing_wonju"", ""comment_text"": ""\uc18c\ud1b5\ud558\uace0\uc2f6\uc5b4\uc694'\u3147' \uc5c4\uc9c0\ucc99!""}, ""5"": {""comment_id"": ""kuwa_.__min__"", ""comment_text"": ""\ud53c\ub4dc \uad6c\uacbd \uc798 \ud558\uad6c \uac11\ub2c8\ub2e4 \uc6b0\ub9ac \uc9c0\uc18d\uc801\uc73c\ub85c \uc18c\ud1b5\ud574\uc694^^""}, ""6"": {""comment_id"": ""pmaian__"", ""comment_text"": ""\uc120\ud314\uc644\ub8cc! \uc88b\uc544\uc694\ub3c4 \uc644\ub8cc! \uc18c\ud1b5\ud558\uace0 \uc9c0\ub0b4\uc694:)""}, ""7"": {""comment_id"": ""cafeohi_gyeongju"", ""comment_text"": ""\uc18c\ud1b5\ud574\uc601\u314e \ud83d\ude1c""}, ""8"": {""comment_id"": ""ccocco1019"", ""comment_text"": ""\ubc18\uac11\uc2b5\ub2c8\ub2f9~\ub180\ub85c \uc624\uc138\uc6a9 \u314e\u314e""}, ""9"": {""comment_id"": ""mfriends_store"", ""comment_text"": ""\ud83d\ude0d""}}"
디벨롭연남,https://www.instagram.com/explore/locations/110931037908801/,develop_yeonnam,7시간 전,2021-07-21T06:51:13.000Z,2021년 7월 21일,"Thaulero, Trebbiano d'Abruzzo 2016
타울레로, 트레비아노 다브루쪼 2016

새로운 라인업중 요번에 소개해드릴 와인은 신선한 과일향이 매력적이면서도 적당히 드라이한 데일리 화이트 와인이에요💚무더운 여름날 시원한 화이트와인 한잔 어떠세요?😉

지역 ltaly
품종 Trebbiano
빈티지 2016","{""1"": {""comment_id"": ""develop_yeonnam"", ""comment_text"": ""#\ub514\ubca8\ub86d#\ub514\ubca8\ub86d\uc5f0\ub0a8#\uc5f0\ub0a8\ub3d9#\uc5f0\ud76c\ub3d9#\uc5f0\ud2b8\ub7f4\ud30c\ud06c#\uacbd\uc758\uc120\uc232\uae38#\ud64d\ub300\uc785\uad6c#\ud64d\ub300\uc785\uad6c\uc5ed#\uc5f0\ub0a8\ub3d9\uc220\uc9d1#\uc5f0\ub0a8\uc640\uc778#\uc5f0\ub0a8\uc640\uc778\ubc14#\uc5f0\ub0a8\ub3d9\uc640\uc778#\uc5f0\ub0a8\ub3d9\uc640\uc778\ubc14#\uc5f0\ub0a8\ub3d9\uce75\ud14c\uc77c#\uc5f0\ub0a8\ub3d9\uce75\ud14c\uc77c\ubc14#\uc5f0\ub0a8\uce75\ud14c\uc77c#\uc5f0\ub0a8\uce75\ud14c\uc77c\ubc14#\uc5f0\ub0a8\ub3d9\uc704\uc2a4\ud0a4#\uc5f0\ub0a8\ub3d9\ub9e5\uc8fc#\uc5f0\ub0a8\ub3d9\ubd84\uc704\uae30#\uc5f0\ub0a8\ub3d9\ub370\uc774\ud2b8#\uc5f0\ub0a8\ub3d9\ub9db\uc9d1#\uc5f0\ud76c\ub3d9\uc640\uc778#\uc640\uc778\ubc14#\uce75\ud14c\uc77c\ubc14#\uc5f0\ud76c\ub3d9\uc640\uc778\ubc14#\ud64d\ub300\uc785\uad6c\uc640\uc778#\ud64d\ub300\uc785\uad6c\uce75\ud14c\uc77c#\uc640\uc778\ud14c\uc774\ud06c\uc544\uc6c3#\uce60\ub9c1\ubc31""}, ""2"": {""comment_id"": ""shop_monroi"", ""comment_text"": ""\ud328\ud0a4\uc9c0\uac00 \ub118 \uc774\ubfd0\ub370 \ud83d\udc9a""}}"
,,i.amec_,7시간 전,2021-07-21T06:51:10.000Z,2021년 7월 21일,,"{""1"": {""comment_id"": ""i.amec_"", ""comment_text"": ""\u26f0""}, ""2"": {""comment_id"": ""d.m_bakery_c.m"", ""comment_text"": ""\ud53c\ub4dc \ub108\ubb34 \uc608\uc058\ub124\uc694 \uc798\ubcf4\uace0 \uac11\ub2c8\ub2f9 \ud314\ub85c\uc6b0\ud558\uace0 \uac08\uac8c\uc694 \ud83d\ude0a""}, ""3"": {""comment_id"": ""up__kite"", ""comment_text"": ""\ub204\uad6c\uc138\uc694?""}}"
"Seoul, Korea",https://www.instagram.com/explore/locations/213094191/seoul-korea/,bk__sjs,7시간 전,2021-07-21T06:47:51.000Z,2021년 7월 21일,가을아온능와라아💀,"{""1"": {""comment_id"": ""yoming9_9"", ""comment_text"": ""\uac00\uc744 \uc555\uc218 \uba54\ub871\ud83e\udd2a\ud83d\ude19""}, ""2"": {""comment_id"": ""ziluvzo_"", ""comment_text"": ""\uac00\uc744 \uc624\uae34 \uc624\ub098 \ud83c\udf42""}, ""3"": {""comment_id"": ""ha_minjoo"", ""comment_text"": ""\uc7ac\ud0d5 \uac1c\uc624\ubc14""}, ""4"": {""comment_id"": ""samchic.su"", ""comment_text"": ""\ud83d\udd25""}, ""5"": {""comment_id"": ""choiyuunjin"", ""comment_text"": ""\uc190\uc774 \ucc38 \uace0\uc640""}, ""6"": {""comment_id"": ""bk__sjs"", ""comment_text"": ""#\uac00\ub85c\uc218\uae38 #\uc5f0\ub0a8\ub3d9#\uc5f0\ub0a8\ub3d9\uce74\ud398 #\uc131\uc218\uce74\ud398 #\uc131\uc218\ub3d9\uce74\ud398 #\ud55c\ub0a8\ub3d9 #\ud55c\ub0a8\ub3d9\uce74\ud398 #\uc77c\uc0c1 #\ubaa8\ub378 #\ud53c\ud305\ubaa8\ub378 #\uc774\ud0dc\uc6d0 #\uc140\uc2a4\ud0c0\uadf8\ub7a8 #\uc140\uce74\uadf8\ub7a8 #\uc140\ud53c\uadf8\ub7a8 #\uc624\uc624\ud2f0\ub514#\uc88b\ubc18#\uc88b\uc544\uc694\ud14c\ub7ec#\ud55c\ub0a8\ub3d9\uce74\ud398#\uc5f0\ub0a8\ub3d9\uce74\ud398#\uc2e0\ub17c\ud604\uce74\ud398""}, ""7"": {""comment_id"": ""m__hy_k"", ""comment_text"": ""\uc57c,,, \ucc28\uc740\uc6b0""}, ""8"": {""comment_id"": ""hobak_ggoguma"", ""comment_text"": ""\ub290\ubbc0\ub4ed\ub2e4""}}"
,,eggthirty_yeonnamdong,7시간 전,2021-07-21T06:45:42.000Z,2021년 7월 21일,"♦Omurice in Yeonnam♦
_
✅에그써티 eggthirty✅
_
에그써티는 연남동 연트럴파크에 위치한
오므라이스 전문점 입니다
11:30 ~ 21:30
_
고래에게 깨끗한 바다를...
_
#연남동맛집 #연남핫플 #경의선숲길 #연남동맛집추천 #연남동밥집 #연남동맛집베스트 #연남동 #연남맛집 #연남동데이트 #홍대맛집 #홍대역맛집 #데이트하기좋은곳 #사진보단먹어봐야 #연트럴파크맛집 #마포구맛집 #에그써티 #작당모의2충 #연남동핫플레이스",{}
,,gyxxul,7시간 전,2021-07-21T06:45:12.000Z,2021년 7월 21일,,{}
,,t.arttoo_eee,7시간 전,2021-07-21T06:40:44.000Z,2021년 7월 21일,"sheep & wolf🐺

손님요청에 맞춰 도안 제작합니다
작업량 증진 목적으로 최소한의 재료비로 작업합니다

문의 환영🔥

#홍대 #홍대타투 #연남 #연남동 #올드스쿨 #블랙스쿨 #블랙워크 #블랙타투 #늑대타투 #양타투 #화살타투 #타투 #tattoo #wolftattoo #sheeptattoo #arrowtattoo #chaintattoo #oldschool #blackschool #blacktraditional #blackwork #blacktattoo #좋반 #좋아요반사 #맞팔 #lfl #fff #00 #01 #02","{""1"": {""comment_id"": ""t.arttoo_eee"", ""comment_text"": ""\ud83d\udc3a""}, ""2"": {""comment_id"": ""m__oon_tattoo"", ""comment_text"": ""\uc655 \uadc0\uc5ec\uc6b4\ub370 \uc655 \uba38\uc2ef\ub2e4\u2764\ufe0f""}, ""3"": {""comment_id"": ""itsveryichi"", ""comment_text"": ""\uc591\uacfc \ub291\ub300 \ub108\ubb34 \uac04\uc9c0 \uca5d\ub2c8\ub2e4\ud83d\udd25\ud83d\udd25\ud83d\udd25""}, ""4"": {""comment_id"": ""t.arttoo_tafl"", ""comment_text"": ""\uc774\uc058\ub2e4 \u314e\u314e\u314e\ud83d\ude0d\ud83d\ude0d""}, ""5"": {""comment_id"": ""tattooer_bombi"", ""comment_text"": ""\ub514\uc790\uc778\uc774\ubfcc\ub124\uc694\ud83d\udc4f""}, ""6"": {""comment_id"": ""teemo_tattooer"", ""comment_text"": ""\uc758\ubbf8\uc788\uc744\uac70\uac19\uc740 \uc791\uc5c5\uc774\uc5d0\uc694\u203c\ufe0f\u203c\ufe0f\ud83d\udc4d\ud83c\udffb\n\uc774\ubf40\uc694\ud83d\ude0d""}, ""7"": {""comment_id"": ""211_ta2"", ""comment_text"": ""\ub108\ubb34 \uba4b\uc9c4 \ud0c0\ud22c\uc785\ub2c8\ub2e4\ud83d\ude0d""}, ""8"": {""comment_id"": ""sill_tt"", ""comment_text"": ""\ub108\ubb34\uba4b\uc787\ub294\ub370\uc694\ud83d\udd25\ud83d\udd25\ud83d\udd25""}, ""9"": {""comment_id"": ""lottie_tattoo"", ""comment_text"": ""\ud06c.. \uc791\uc5c5 \ub118 \uc798\ud558\uc2dc\ub294\uac70 \uc544\ub2d9\ub2c8\uae4c!!!!\ud83d\udd25\ud83d\udd25""}, ""10"": {""comment_id"": ""dug9____"", ""comment_text"": ""\uba4b\uc9d1\ub2c8\ub2e4 \ud83d\udc4f\ud83d\udc4f\ud83d\udd25""}, ""11"": {""comment_id"": ""tattooist_ziixuu"", ""comment_text"": ""\uc624..\u2764\ufe0f\uc9c4\uc9dc \uba4b\uc9c0\ub2e4\u2764\ufe0f\uc591\uacfc \ub291\ub300\ub77c\ub2c8\ud83e\udd2d\u2763\ufe0f\ud83d\udc4d\ud83d\udc4d""}, ""12"": {""comment_id"": ""yujutattoo"", ""comment_text"": ""\ube14\ub799\uc2a4\ucfe8 \uac04\uc9c0\uac00 \ud750\ub974\ub294\uc911\ud83d\udd25\ud83d\udd25\u2764\ufe0f\u2764\ufe0f""}, ""13"": {""comment_id"": ""t.arttoo_hong"", ""comment_text"": ""\uac20\uc9c0""}, ""14"": {""comment_id"": ""guejeobit_tattoo"", ""comment_text"": ""\ub291\ub300\uc640\uc591\uc740 \ub108\ubb34 \uba4b\uc788\ub294\uac70\uc8e0 \ud83d\udd25\ud83d\udc4f""}, ""15"": {""comment_id"": ""millden_tt"", ""comment_text"": ""\uc591\uc758\ud0c8\uc744\uc4f4 \ub291\ub300!!\ud83d\udd25\ud83d\udc3a""}, ""16"": {""comment_id"": ""mizae.tattoo"", ""comment_text"": ""\uc640 \uc9c4\uc9dc \uba4b\uc9d1\ub2c8\ub2e4\ud83d\ude0d\ud83d\udd25\ud83d\udd25""}, ""17"": {""comment_id"": ""rj_paru14"", ""comment_text"": ""Promote it on @ink.addicts_""}}"
,,na._.geumbi,7시간 전,2021-07-21T06:39:51.000Z,2021년 7월 21일,₍ᐢ..ᐢ₎♡,{}
"Busan, South Korea",https://www.instagram.com/explore/locations/287620626/busan-south-korea/,water_dong,7시간 전,2021-07-21T06:37:37.000Z,2021년 7월 21일,나는 알콜프리~ 근데 모든게 두개로 보여 하지만 내 눈은 한개,"{""1"": {""comment_id"": ""water_dong"", ""comment_text"": ""\ud83c\udf7b\ud83c\udf7a\ud83c\udf76\ud83e\udd43\ud83c\udf77\ud83c\udf7e""}, ""2"": {""comment_id"": ""suugyung"", ""comment_text"": ""\ub9c8\uae30\uafbc \uc7a1\uc558\ub2e4""}, ""3"": {""comment_id"": ""y___jeong_"", ""comment_text"": ""\uc0b4\ube60\uc9d0???""}, ""4"": {""comment_id"": ""salon415.gun"", ""comment_text"": ""\uc790\uc8fc \ub180\ub7ec\uc62c\uaed8\uc694~\ud83d\ude01 \ud83e\udd17""}, ""5"": {""comment_id"": ""98.10.07"", ""comment_text"": ""\uacf1\ucc3d\uc804\uace8 \ub9cc\ub4e4\uc5b4\uc8e0""}, ""6"": {""comment_id"": ""_dfreckle"", ""comment_text"": ""\ud63c\uc790 \uba3c \uac1c\uc18c\ub9ac\ud558\ub178""}, ""7"": {""comment_id"": ""_1sol2"", ""comment_text"": ""\ubb50\ub77c\ub18d\u314b\u314b""}, ""8"": {""comment_id"": ""keemme_that"", ""comment_text"": ""\u314b\u314b\u314b\u314b\u314b\ud800\udf05\ud802\ude1b\ud800\udf05\ud802\ude1b\ud800\udf05\ud802\ude1b\ud800\udf05\ud802\ude1b\ud800\udf05\ud802\ude1b\ud800\udf05\ud802\ude1b \uac1c\uc9f1\ub09c\ub2e4\uc9c4\uc9dc\ub85c""}}"
익골,https://www.instagram.com/explore/locations/108549737746778/,_kim_sh_,7시간 전,2021-07-21T06:36:54.000Z,2021년 7월 21일,"망고빙수 자꾸 생각나는 맛😋
#신설동카페 #신설동빙수 #익골","{""1"": {""comment_id"": ""_kim_sh_"", ""comment_text"": ""\ud83e\udd95""}, ""2"": {""comment_id"": ""newhabits_official"", ""comment_text"": ""\uc548\ub155\ud558\uc138\uc694\ud83d\ude01 \ub274\ud558\ube44\uce20\uc785\ub2c8\ub2e4^^\n\uc774\ubc88 \uc2e0\uc81c\ud488 <\uc2dd\uc57d\uccad\uc778\uc99d> \uc2dd\uc0ac\ub300\uc6a9\uc2dd \ub2e4\uc774\uc5b4\ud2b8\uc250\uc774\ud06c\ud83e\uddcb\n\ub2e8\ubc31\uc9c822g \uce7c\ub85c\ub9ac190kal \ud504\ub9ac\ubbf8\uc5c4\uc131\ubd84\ub4e4\ub85c \uc870\ud569\ub41c \uc624\uace1\ud488\uc740\uc250\uc774\ud06c \ud83d\udc4d\n\uc640\ub514\uc988\uc5d0 \ub7f0\uce6d\uc911\uc785\ub2c8\ub2e4!!\n\ud504\ub9ac\ubbf8\uc5c4\uc131\ubd84_\ucc29\ud55c\uac00\uaca9 \ub9ce\uc740\uad00\uc2ec\uacfc \uc0ac\ub791 \ubd80\ud0c1\ub4dc\ub9bd\ub2c8\ub2e4\u2764\ufe0f""}}"
